NO_PAI,NO,Abertura,PER,PROB
0,1,1,1,1.0
1,2,1,2,0.034
2,3,1,3,1.0
3,4,1,4,1.0
1,5,2,2,0.02
5,6,2,3,1.0
6,7,2,4,1.0
1,8,3,2,0.02
8,9,3,3,1.0
9,10,3,4,1.0
1,11,4,2,0.057
11,12,4,3,1.0
12,13,4,4,1.0
1,14,5,2,0.034
14,15,5,3,1.0
15,16,5,4,1.0
1,17,6,2,0.033
17,18,6,3,1.0
18,19,6,4,1.0
1,20,7,2,0.035
20,21,7,3,1.0
21,22,7,4,1.0
1,23,8,2,0.021
23,24,8,3,1.0
24,25,8,4,1.0
1,26,9,2,0.02
26,27,9,3,1.0
27,28,9,4,1.0
1,29,10,2,0.056
29,30,10,3,1.0
30,31,10,4,1.0
1,32,11,2,0.033
32,33,11,3,1.0
33,34,11,4,1.0
1,35,12,2,0.033
35,36,12,3,1.0
36,37,12,4,1.0
1,38,13,2,0.094
38,39,13,3,1.0
39,40,13,4,1.0
1,41,14,2,0.056
41,42,14,3,1.0
42,43,14,4,1.0
1,44,15,2,0.055
44,45,15,3,1.0
45,46,15,4,1.0
1,47,16,2,0.057
47,48,16,3,1.0
48,49,16,4,1.0
1,50,17,2,0.034
50,51,17,3,1.0
51,52,17,4,1.0
1,53,18,2,0.034
53,54,18,3,1.0
54,55,18,4,1.0
1,56,19,2,0.034
56,57,19,3,1.0
57,58,19,4,1.0
1,59,20,2,0.02
59,60,20,3,1.0
60,61,20,4,1.0
1,62,21,2,0.02
62,63,21,3,1.0
63,64,21,4,1.0
1,65,22,2,0.057
65,66,22,3,1.0
66,67,22,4,1.0
1,68,23,2,0.034
68,69,23,3,1.0
69,70,23,4,1.0
1,71,24,2,0.033
71,72,24,3,1.0
72,73,24,4,1.0
1,74,25,2,0.035
74,75,25,3,1.0
75,76,25,4,1.0
1,77,26,2,0.021
77,78,26,3,1.0
78,79,26,4,1.0
1,80,27,2,0.02
80,81,27,3,1.0
81,82,27,4,1.0
